8K,q5,7986,0.737
8K,q5,7986,0.702
8K,q5,7986,0.7
8K,q5,7986,0.723
8K,q5,7986,0.676
8K,q5,3519,0.771
8K,q5,3519,0.708
8K,q5,3519,0.764
8K,q5,3519,0.716
8K,q5,3519,0.697
8K,q5,1657,0.746
8K,q5,1657,0.703
8K,q5,1657,0.71
8K,q5,1657,0.721
8K,q5,1657,0.706
8K,q5,2552,0.648
8K,q5,2552,0.71
8K,q5,2552,0.71
8K,q5,2552,0.716
8K,q5,2552,0.687
8K,q5,7006,0.712
8K,q5,7006,0.675
8K,q5,7006,0.757
8K,q5,7006,0.759
8K,q5,7006,0.675
8K,q5,981,0.727
8K,q5,981,0.713
8K,q5,981,0.706
8K,q5,981,0.73
8K,q5,981,0.745
8K,q5,2189,0.696
8K,q5,2189,0.694
8K,q5,2189,0.758
8K,q5,2189,0.698
8K,q5,2189,0.782
8K,q5,1696,0.703
8K,q5,1696,0.666
8K,q5,1696,0.765
8K,q5,1696,0.705
8K,q5,1696,0.699
8K,q5,6506,0.757
8K,q5,6506,0.743
8K,q5,6506,0.762
8K,q5,6506,0.734
8K,q5,6506,0.693
8K,q5,5231,0.716
8K,q5,5231,0.732
8K,q5,5231,0.745
8K,q5,5231,0.704
8K,q5,5231,0.686
8K,q5,1652,0.725
8K,q5,1652,0.736
8K,q5,1652,0.714
8K,q5,1652,0.728
8K,q5,1652,0.709
8K,q5,3162,0.748
8K,q5,3162,0.714
8K,q5,3162,0.634
8K,q5,3162,0.661
8K,q5,3162,0.732
8K,q5,5117,0.712
8K,q5,5117,0.672
8K,q5,5117,0.743
8K,q5,5117,0.718
8K,q5,5117,0.754
8K,q5,805,0.693
8K,q5,805,0.731
8K,q5,805,0.708
8K,q5,805,0.728
8K,q5,805,0.715
8K,q5,3644,0.755
8K,q5,3644,0.663
8K,q5,3644,0.724
8K,q5,3644,0.696
8K,q5,3644,0.722
8K,q5,4329,0.745
8K,q5,4329,0.719
8K,q5,4329,0.74
8K,q5,4329,0.733
8K,q5,4329,0.73
8K,q5,1985,0.682
8K,q5,1985,0.719
8K,q5,1985,0.735
8K,q5,1985,0.691
8K,q5,1985,0.719
8K,q5,7680,0.695
8K,q5,7680,0.714
8K,q5,7680,0.837
8K,q5,7680,0.784
8K,q5,7680,0.739
8K,q5,7526,0.702
8K,q5,7526,0.763
8K,q5,7526,0.669
8K,q5,7526,0.703
8K,q5,7526,0.718
8K,q5,2519,0.654
8K,q5,2519,0.747
8K,q5,2519,0.716
8K,q5,2519,0.714
8K,q5,2519,0.742
1K,q5,48,0.703
1K,q5,48,0.694
1K,q5,48,0.686
1K,q5,48,0.671
1K,q5,48,0.674
1K,q5,7,0.779
1K,q5,7,0.738
1K,q5,7,0.692
1K,q5,7,0.632
1K,q5,7,0.723
1K,q5,52,0.749
1K,q5,52,0.706
1K,q5,52,0.67
1K,q5,52,0.704
1K,q5,52,0.667
1K,q5,19,0.743
1K,q5,19,0.782
1K,q5,19,0.726
1K,q5,19,0.729
1K,q5,19,0.711
1K,q5,27,0.688
1K,q5,27,0.702
1K,q5,27,0.758
1K,q5,27,0.649
1K,q5,27,0.688
1K,q5,34,0.701
1K,q5,34,0.704
1K,q5,34,0.683
1K,q5,34,0.704
1K,q5,34,0.694
1K,q5,62,0.705
1K,q5,62,0.651
1K,q5,62,0.693
1K,q5,62,0.709
1K,q5,62,0.694
1K,q5,16,0.79
1K,q5,16,0.714
1K,q5,16,0.72
1K,q5,16,0.705
1K,q5,16,0.701
1K,q5,61,0.678
1K,q5,61,0.723
1K,q5,61,0.703
1K,q5,61,0.734
1K,q5,61,0.671
1K,q5,86,0.709
1K,q5,86,0.721
1K,q5,86,0.73
1K,q5,86,0.719
1K,q5,86,0.687
1K,q5,51,0.69
1K,q5,51,0.712
1K,q5,51,0.722
1K,q5,51,0.675
1K,q5,51,0.733
1K,q5,33,0.694
1K,q5,33,0.727
1K,q5,33,0.703
1K,q5,33,0.744
1K,q5,33,0.742
1K,q5,50,0.653
1K,q5,50,0.701
1K,q5,50,0.67
1K,q5,50,0.651
1K,q5,50,0.654
1K,q5,41,0.695
1K,q5,41,0.744
1K,q5,41,0.676
1K,q5,41,0.702
1K,q5,41,0.696
1K,q5,85,0.667
1K,q5,85,0.701
1K,q5,85,0.77
1K,q5,85,0.707
1K,q5,85,0.664
1K,q5,30,0.682
1K,q5,30,0.72
1K,q5,30,0.73
1K,q5,30,0.703
1K,q5,30,0.701
1K,q5,9,0.716
1K,q5,9,0.67
1K,q5,9,0.756
1K,q5,9,0.687
1K,q5,9,0.68
1K,q5,64,0.739
1K,q5,64,0.71
1K,q5,64,0.729
1K,q5,64,0.731
1K,q5,64,0.685
1K,q5,71,0.671
1K,q5,71,0.729
1K,q5,71,0.758
1K,q5,71,0.688
1K,q5,71,0.692
1K,q5,72,0.681
1K,q5,72,0.766
1K,q5,72,0.695
1K,q5,72,0.734
1K,q5,72,0.721
4K,q5,3769,0.663
4K,q5,3769,0.721
4K,q5,3769,0.747
4K,q5,3769,0.686
4K,q5,3769,0.709
4K,q5,412,0.689
4K,q5,412,0.661
4K,q5,412,0.665
4K,q5,412,0.677
4K,q5,412,0.731
4K,q5,184,0.715
4K,q5,184,0.712
4K,q5,184,0.707
4K,q5,184,0.723
4K,q5,184,0.736
4K,q5,2992,0.709
4K,q5,2992,0.708
4K,q5,2992,0.713
4K,q5,2992,0.717
4K,q5,2992,0.737
4K,q5,3216,0.749
4K,q5,3216,0.708
4K,q5,3216,0.699
4K,q5,3216,0.741
4K,q5,3216,0.731
4K,q5,1959,0.674
4K,q5,1959,0.737
4K,q5,1959,0.725
4K,q5,1959,0.711
4K,q5,1959,0.704
4K,q5,783,0.669
4K,q5,783,0.727
4K,q5,783,0.728
4K,q5,783,0.7
4K,q5,783,0.718
4K,q5,722,0.764
4K,q5,722,0.73
4K,q5,722,0.702
4K,q5,722,0.686
4K,q5,722,0.77
4K,q5,2271,0.733
4K,q5,2271,0.711
4K,q5,2271,0.709
4K,q5,2271,0.747
4K,q5,2271,0.738
4K,q5,2025,0.731
4K,q5,2025,0.706
4K,q5,2025,0.695
4K,q5,2025,0.763
4K,q5,2025,0.774
4K,q5,3844,0.812
4K,q5,3844,0.729
4K,q5,3844,0.812
4K,q5,3844,0.703
4K,q5,3844,0.709
4K,q5,2337,0.682
4K,q5,2337,0.746
4K,q5,2337,0.675
4K,q5,2337,0.698
4K,q5,2337,0.847
4K,q5,1420,0.715
4K,q5,1420,0.67
4K,q5,1420,0.722
4K,q5,1420,0.704
4K,q5,1420,0.763
4K,q5,2219,0.671
4K,q5,2219,0.649
4K,q5,2219,0.728
4K,q5,2219,0.79
4K,q5,2219,0.68
4K,q5,2426,0.752
4K,q5,2426,0.721
4K,q5,2426,0.89
4K,q5,2426,0.787
4K,q5,2426,0.747
4K,q5,420,0.769
4K,q5,420,0.754
4K,q5,420,0.742
4K,q5,420,0.73
4K,q5,420,0.703
4K,q5,179,0.726
4K,q5,179,0.677
4K,q5,179,0.79
4K,q5,179,0.737
4K,q5,179,0.732
4K,q5,1774,0.73
4K,q5,1774,0.779
4K,q5,1774,0.769
4K,q5,1774,0.722
4K,q5,1774,0.801
4K,q5,1252,0.718
4K,q5,1252,0.926
4K,q5,1252,0.693
4K,q5,1252,0.787
4K,q5,1252,0.682
4K,q5,1131,0.851
4K,q5,1131,0.771
4K,q5,1131,0.744
4K,q5,1131,0.673
4K,q5,1131,0.71
16K,q5,4841,0.664
16K,q5,4841,0.771
16K,q5,4841,0.864
16K,q5,4841,0.759
16K,q5,4841,0.741
16K,q5,9959,0.778
16K,q5,9959,0.712
16K,q5,9959,0.712
16K,q5,9959,0.719
16K,q5,9959,0.689
16K,q5,15701,0.723
16K,q5,15701,0.772
16K,q5,15701,0.735
16K,q5,15701,0.734
16K,q5,15701,0.743
16K,q5,12789,0.826
16K,q5,12789,0.8
16K,q5,12789,0.905
16K,q5,12789,0.742
16K,q5,12789,0.743
16K,q5,12450,0.722
16K,q5,12450,0.835
16K,q5,12450,0.667
16K,q5,12450,0.778
16K,q5,12450,0.795
16K,q5,10294,0.724
16K,q5,10294,0.732
16K,q5,10294,0.679
16K,q5,10294,0.919
16K,q5,10294,0.817
16K,q5,9101,0.954
16K,q5,9101,0.739
16K,q5,9101,0.67
16K,q5,9101,0.63
16K,q5,9101,0.723
16K,q5,10724,0.73
16K,q5,10724,0.711
16K,q5,10724,0.831
16K,q5,10724,1.106
16K,q5,10724,0.953
16K,q5,12259,1.029
16K,q5,12259,0.699
16K,q5,12259,0.72
16K,q5,12259,0.713
16K,q5,12259,0.69
16K,q5,12202,0.794
16K,q5,12202,0.675
16K,q5,12202,0.757
16K,q5,12202,0.688
16K,q5,12202,0.737
16K,q5,15497,0.706
16K,q5,15497,0.603
16K,q5,15497,0.64
16K,q5,15497,0.624
16K,q5,15497,0.773
16K,q5,3587,0.671
16K,q5,3587,0.8
16K,q5,3587,0.716
16K,q5,3587,0.737
16K,q5,3587,0.847
16K,q5,1514,0.721
16K,q5,1514,0.714
16K,q5,1514,0.647
16K,q5,1514,0.779
16K,q5,1514,0.747
16K,q5,11047,0.642
16K,q5,11047,0.703
16K,q5,11047,0.726
16K,q5,11047,0.658
16K,q5,11047,0.73
16K,q5,1044,0.73
16K,q5,1044,0.69
16K,q5,1044,0.736
16K,q5,1044,0.689
16K,q5,1044,0.702
16K,q5,10245,0.71
16K,q5,10245,0.773
16K,q5,10245,0.676
16K,q5,10245,0.652
16K,q5,10245,0.629
16K,q5,10200,1.13
16K,q5,10200,1.137
16K,q5,10200,1.086
16K,q5,10200,1.1
16K,q5,10200,1.114
16K,q5,11893,1.128
16K,q5,11893,1.061
16K,q5,11893,1.104
16K,q5,11893,1.27
16K,q5,11893,1.151
16K,q5,13842,1.032
16K,q5,13842,1.112
16K,q5,13842,0.735
16K,q5,13842,0.732
16K,q5,13842,0.737
16K,q5,1479,0.745
16K,q5,1479,0.782
16K,q5,1479,0.715
16K,q5,1479,0.734
16K,q5,1479,0.731
2K,q5,1843,0.773
2K,q5,1843,0.689
2K,q5,1843,0.831
2K,q5,1843,0.727
2K,q5,1843,0.751
2K,q5,206,0.745
2K,q5,206,0.687
2K,q5,206,0.708
2K,q5,206,0.717
2K,q5,206,0.649
2K,q5,1071,0.686
2K,q5,1071,0.719
2K,q5,1071,0.678
2K,q5,1071,0.698
2K,q5,1071,0.679
2K,q5,1789,0.729
2K,q5,1789,0.66
2K,q5,1789,0.638
2K,q5,1789,0.726
2K,q5,1789,0.737
2K,q5,1757,0.745
2K,q5,1757,0.732
2K,q5,1757,0.693
2K,q5,1757,0.71
2K,q5,1757,0.707
2K,q5,1606,0.656
2K,q5,1606,0.675
2K,q5,1606,0.689
2K,q5,1606,0.706
2K,q5,1606,0.69
2K,q5,1490,0.78
2K,q5,1490,0.734
2K,q5,1490,0.732
2K,q5,1490,0.73
2K,q5,1490,0.751
2K,q5,1685,0.677
2K,q5,1685,0.707
2K,q5,1685,0.708
2K,q5,1685,0.619
2K,q5,1685,0.675
2K,q5,538,0.767
2K,q5,538,0.708
2K,q5,538,0.674
2K,q5,538,0.645
2K,q5,538,0.688
2K,q5,853,0.715
2K,q5,853,0.666
2K,q5,853,0.69
2K,q5,853,0.746
2K,q5,853,0.718
2K,q5,341,0.736
2K,q5,341,0.704
2K,q5,341,0.707
2K,q5,341,0.764
2K,q5,341,0.744
2K,q5,1410,0.69
2K,q5,1410,0.723
2K,q5,1410,0.681
2K,q5,1410,0.722
2K,q5,1410,0.736
2K,q5,1140,0.73
2K,q5,1140,0.674
2K,q5,1140,0.732
2K,q5,1140,0.643
2K,q5,1140,0.679
2K,q5,730,0.71
2K,q5,730,0.751
2K,q5,730,0.69
2K,q5,730,0.729
2K,q5,730,0.688
2K,q5,1700,0.656
2K,q5,1700,0.668
2K,q5,1700,0.727
2K,q5,1700,0.708
2K,q5,1700,0.72
2K,q5,266,0.696
2K,q5,266,0.69
2K,q5,266,0.673
2K,q5,266,0.693
2K,q5,266,0.691
2K,q5,811,0.659
2K,q5,811,0.721
2K,q5,811,0.744
2K,q5,811,0.656
2K,q5,811,0.908
2K,q5,1570,0.88
2K,q5,1570,0.699
2K,q5,1570,0.663
2K,q5,1570,0.7
2K,q5,1570,0.68
2K,q5,1813,0.696
2K,q5,1813,0.745
2K,q5,1813,0.677
2K,q5,1813,0.7
2K,q5,1813,0.723
2K,q5,737,0.696
2K,q5,737,0.725
2K,q5,737,0.696
2K,q5,737,0.732
2K,q5,737,0.66
8K,q6,30,0.177
8K,q6,30,0.15
8K,q6,30,0.222
8K,q6,30,0.15
8K,q6,30,0.156
8K,q6,65,0.167
8K,q6,65,0.179
8K,q6,65,0.162
8K,q6,65,0.164
8K,q6,65,0.16
8K,q6,71,0.136
8K,q6,71,0.168
8K,q6,71,0.145
8K,q6,71,0.181
8K,q6,71,0.157
8K,q6,67,0.193
8K,q6,67,0.173
8K,q6,67,0.177
8K,q6,67,0.185
8K,q6,67,0.169
8K,q6,28,0.175
8K,q6,28,0.19
8K,q6,28,0.167
8K,q6,28,0.163
8K,q6,28,0.162
8K,q6,71,0.164
8K,q6,71,0.185
8K,q6,71,0.153
8K,q6,71,0.166
8K,q6,71,0.188
8K,q6,23,0.167
8K,q6,23,0.163
8K,q6,23,0.182
8K,q6,23,0.19
8K,q6,23,0.16
8K,q6,40,0.152
8K,q6,40,0.159
8K,q6,40,0.161
8K,q6,40,0.16
