1K,q1,19128,0.20375657081604004
1K,q1,19128,0.07369494438171387
1K,q1,19128,0.09432339668273926
1K,q1,19128,0.0816497802734375
1K,q1,19128,0.07047462463378906
1K,q1,15729,0.09876775741577148
1K,q1,15729,0.11989569664001465
1K,q1,15729,0.10248851776123047
1K,q1,15729,0.1058204174041748
1K,q1,15729,0.0887753963470459
1K,q1,4450,0.07249140739440918
1K,q1,4450,0.07236599922180176
1K,q1,4450,0.07062888145446777
1K,q1,4450,0.0717763900756836
1K,q1,4450,0.0712587833404541
1K,q1,16196,0.07438397407531738
1K,q1,16196,0.06933116912841797
1K,q1,16196,0.07079505920410156
1K,q1,16196,0.0808250904083252
1K,q1,16196,0.07239556312561035
1K,q1,10019,0.06945276260375977
1K,q1,10019,0.06904101371765137
1K,q1,10019,0.06837773323059082
1K,q1,10019,0.0669252872467041
1K,q1,10019,0.10437822341918945
1K,q1,7581,0.07831501960754395
1K,q1,7581,0.10559391975402832
1K,q1,7581,0.10377359390258789
1K,q1,7581,0.08096671104431152
1K,q1,7581,0.08104705810546875
1K,q1,9007,0.07274031639099121
1K,q1,9007,0.06960535049438477
1K,q1,9007,0.10218620300292969
1K,q1,9007,0.07119226455688477
1K,q1,9007,0.07018136978149414
1K,q1,12136,0.0686042308807373
1K,q1,12136,0.07133173942565918
1K,q1,12136,0.07001805305480957
1K,q1,12136,0.07485532760620117
1K,q1,12136,0.0711214542388916
1K,q1,14967,0.10843729972839355
1K,q1,14967,0.1034698486328125
1K,q1,14967,0.07793712615966797
1K,q1,14967,0.07931089401245117
1K,q1,14967,0.07219982147216797
1K,q1,9997,0.07119607925415039
1K,q1,9997,0.11514163017272949
1K,q1,9997,0.07524323463439941
1K,q1,9997,0.06964516639709473
1K,q1,9997,0.07579588890075684
1K,q1,12476,0.06628036499023438
1K,q1,12476,0.06762337684631348
1K,q1,12476,0.07222270965576172
1K,q1,12476,0.06747198104858398
1K,q1,12476,0.0686807632446289
1K,q1,4507,0.07285070419311523
1K,q1,4507,0.06312370300292969
1K,q1,4507,0.07152366638183594
1K,q1,4507,0.07458949089050293
1K,q1,4507,0.06565093994140625
1K,q1,1264,0.06926226615905762
1K,q1,1264,0.06913352012634277
1K,q1,1264,0.11193990707397461
1K,q1,1264,0.09589624404907227
1K,q1,1264,0.10199141502380371
1K,q1,3643,0.10231614112854004
1K,q1,3643,0.11132264137268066
1K,q1,3643,0.11052989959716797
1K,q1,3643,0.07796430587768555
1K,q1,3643,0.06782317161560059
1K,q1,12519,0.1057286262512207
1K,q1,12519,0.11089634895324707
1K,q1,12519,0.1094059944152832
1K,q1,12519,0.10779428482055664
1K,q1,12519,0.08194494247436523
1K,q1,12698,0.07261157035827637
1K,q1,12698,0.06851673126220703
1K,q1,12698,0.06848502159118652
1K,q1,12698,0.0712127685546875
1K,q1,12698,0.06791400909423828
1K,q1,11004,0.06762456893920898
1K,q1,11004,0.08755731582641602
1K,q1,11004,0.10224747657775879
1K,q1,11004,0.10198283195495605
1K,q1,11004,0.07217192649841309
1K,q1,6019,0.10451316833496094
1K,q1,6019,0.10204458236694336
1K,q1,6019,0.10617899894714355
1K,q1,6019,0.10145330429077148
1K,q1,6019,0.08565664291381836
